,PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
5667,5668,7,4,3,0,0,0.0,0.0,0.429,0.571,0,0,0.0,0.0,3,0,0,0,7,0,0,7,0,0,51,18
5668,5669,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,30,30
5669,5670,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,0,0,0,3,0,0,0,0,3,0,8,3
5670,5671,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,11,2
5671,5672,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,1,3,0,0,0,0,1,3,1,0,40,6
5672,5673,5,3,2,0,1,0.0,0.2,0.4,0.6,2,1,0.4,0.2,0,4,0,0,0,1,0,5,0,0,128,6
5673,5674,5,1,4,4,0,0.8,0.0,0.8,0.2,4,0,0.8,0.0,1,0,0,2,1,0,0,1,4,2,20,3
5674,5675,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15
5675,5676,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5676,5677,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,0,1,0,0,2,0,1,12,2
5677,5678,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,0,1,0,1,0,0,0,1,3,2,105,4
5678,5679,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,64,64
5679,5680,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,153,153
5680,5681,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,26,26
5681,5682,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,4,0,4,97,24
5682,5683,9,3,6,5,0,0.556,0.0,0.667,0.333,6,0,0.667,0.0,4,0,0,6,3,0,0,3,6,0,47,3
5683,5684,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,54,54
5684,5685,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3
5685,5686,3,0,3,3,0,1.0,0.0,1.0,0.0,3,0,1.0,0.0,2,0,0,2,0,0,0,0,3,1,6,1
5686,5687,55,51,4,4,4,0.073,0.073,0.073,0.927,7,6,0.127,0.109,3,1,0,2,51,0,1,52,3,0,176,3
5687,5688,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,90,65
5688,5689,15,15,0,0,2,0.0,0.133,0.0,1.0,1,2,0.067,0.133,0,0,1,2,12,0,0,12,3,0,53,12
5689,5690,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,14,14
5690,5691,7,4,3,1,0,0.143,0.0,0.429,0.571,1,0,0.143,0.0,1,1,0,0,6,0,0,7,0,0,51,6
5691,5692,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,3,0,0,4,0,0,48,39
5692,5693,5,2,3,1,0,0.2,0.0,0.6,0.4,3,0,0.6,0.0,1,0,0,3,2,0,0,2,3,0,34,1
5693,5694,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,3,0,0,0,2,0,0,2,1,1,22,8
5694,5695,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,-99999,-99999
5695,5696,5,2,3,1,1,0.2,0.2,0.6,0.4,3,1,0.6,0.2,1,1,1,3,0,0,0,1,4,0,60,4
5696,5697,4,2,2,0,1,0.0,0.25,0.5,0.5,1,1,0.25,0.25,1,0,0,2,0,1,1,1,3,0,34,7
5697,5698,6,2,4,0,1,0.0,0.167,0.667,0.333,3,2,0.5,0.333,1,1,0,1,0,1,0,4,2,3,65,8
5698,5699,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,1,0,0,0,1,1,0,8,7
5699,5700,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,10,10
5700,5701,7,6,1,1,1,0.143,0.143,0.143,0.857,7,6,1.0,0.857,0,0,0,1,0,0,6,0,7,0,10,4
5701,5702,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,0,1,0,0,0,0,0,1,3,3,131,5
5702,5703,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,2,0,0,0,0,3,1,11,4
5703,5704,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,14,14
5704,5705,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,12,9
5705,5706,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,51,51
5706,5707,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,1,1,1,7,3
5707,5708,6,5,1,1,2,0.167,0.333,0.167,0.833,2,3,0.333,0.5,0,0,0,1,0,0,5,0,6,0,145,5
5708,5709,6,3,3,0,0,0.0,0.0,0.5,0.5,1,0,0.167,0.0,0,0,0,3,1,0,0,3,3,2,41,8
5709,5710,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,3,1,44,26
5710,5711,7,5,2,0,2,0.0,0.286,0.286,0.714,2,3,0.286,0.429,0,1,0,4,0,0,0,1,6,2,32,10
5711,5712,4,3,1,0,2,0.0,0.5,0.25,0.75,2,3,0.5,0.75,0,0,0,4,0,0,0,0,4,0,14,6
5712,5713,20,15,5,1,1,0.05,0.05,0.25,0.75,4,2,0.2,0.1,1,0,0,17,0,0,2,0,20,1,80,2
5713,5714,8,6,2,0,0,0.0,0.0,0.25,0.75,0,0,0.0,0.0,1,0,0,2,0,1,0,5,3,5,135,13
5714,5715,36,24,12,5,4,0.139,0.111,0.333,0.667,9,7,0.25,0.194,4,1,0,0,24,0,0,34,2,11,80,0
5715,5716,22,17,5,0,2,0.0,0.091,0.227,0.773,2,4,0.091,0.182,0,2,1,1,0,1,5,15,7,12,91,9
5716,5717,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,2,0,0,0,0,0,2,0,0,34,3
5717,5718,20,8,12,8,4,0.4,0.2,0.6,0.4,11,4,0.55,0.2,4,4,0,10,2,0,2,6,14,2,147,2
5718,5719,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,17,17
5719,5720,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0
5720,5721,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,39,39
5721,5722,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,2,0,0,0,0,0,2,0,0,23,12
5722,5723,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,37,37
5723,5724,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,0,1,0,0,5,0,0,6,0,0,36,14
5724,5725,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
5725,5726,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10,10
5726,5727,4,0,4,3,0,0.75,0.0,1.0,0.0,4,0,1.0,0.0,0,1,0,3,0,0,0,1,3,0,7,5
5727,5728,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
5728,5729,3,2,1,0,1,0.0,0.333,0.333,0.667,2,1,0.667,0.333,1,0,0,1,0,0,0,0,3,2,206,11
5729,5730,5,2,3,4,1,0.8,0.2,0.6,0.4,4,1,0.8,0.2,1,0,0,3,0,0,1,0,5,1,58,1
5730,5731,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,0,0,0,0,2,2,27,6
5731,5732,4,4,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,4,0,3,62,22
5732,5733,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,24,4
5733,5734,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,13,13
5734,5735,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,38,15
5735,5736,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,6,6
5736,5737,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5737,5738,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5738,5739,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5739,5740,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,8,8
5740,5741,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,1,0,0,0,1,1,1,12,5
5741,5742,2,2,0,0,1,0.0,0.5,0.0,1.0,1,2,0.5,1.0,0,1,0,1,0,0,0,1,1,0,19,9
5742,5743,13,7,6,0,0,0.0,0.0,0.462,0.538,1,1,0.077,0.077,1,2,0,5,2,0,0,6,7,4,54,8
5743,5744,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,1,0,0,1,0,0,4,4
5744,5745,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,3,3
5745,5746,4,3,1,1,2,0.25,0.5,0.25,0.75,1,2,0.25,0.5,0,0,0,3,0,0,1,0,4,0,27,5
5746,5747,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,39,39
5747,5748,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,0,2,1,2,1,151,38
5748,5749,3,2,1,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.333,0,2,0,1,0,0,0,2,1,0,172,12
5749,5750,14,7,7,1,1,0.071,0.071,0.5,0.5,4,1,0.286,0.071,0,1,0,11,0,0,1,1,13,1,47,6
5750,5751,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,2,1,0,1,0,0,0,1,1,0,29,9
5751,5752,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
5752,5753,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,19,19
5753,5754,4,1,3,2,0,0.5,0.0,0.75,0.25,3,1,0.75,0.25,1,0,0,3,0,0,1,0,4,0,14,3
5754,5755,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,3,67,49
5755,5756,4,3,1,1,1,0.25,0.25,0.25,0.75,1,1,0.25,0.25,1,2,0,0,2,0,0,4,0,0,22,4
5756,5757,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,1,1,0,1,0,0,0,1,1,0,56,2
5757,5758,13,6,7,5,0,0.385,0.0,0.538,0.462,5,2,0.385,0.154,3,1,0,5,0,0,4,1,12,3,65,2
5758,5759,5,4,1,0,2,0.0,0.4,0.2,0.8,2,2,0.4,0.4,0,0,0,0,3,0,0,5,0,2,29,8
5759,5760,8,2,6,1,0,0.125,0.0,0.75,0.25,5,1,0.625,0.125,3,0,0,3,4,0,1,4,4,0,30,5
5760,5761,6,0,6,4,0,0.667,0.0,1.0,0.0,6,0,1.0,0.0,0,0,0,3,0,0,1,0,6,2,8,4
5761,5762,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,3,3
5762,5763,20,18,2,0,0,0.0,0.0,0.1,0.9,1,1,0.05,0.05,2,1,0,0,18,0,0,20,0,1,111,7
5763,5764,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,7,2
5764,5765,23,22,1,0,0,0.0,0.0,0.043,0.957,0,0,0.0,0.0,0,0,0,0,23,0,0,23,0,0,44,17
5765,5766,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,2,0,0,2,0,0,16,3
5766,5767,10,5,5,2,3,0.2,0.3,0.5,0.5,5,3,0.5,0.3,0,0,1,4,0,0,1,0,10,4,26,1
5767,5768,6,3,3,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.167,0,2,0,0,0,2,1,5,1,1,144,20
5768,5769,7,1,6,3,1,0.429,0.143,0.857,0.143,5,1,0.714,0.143,2,0,0,5,0,0,1,0,7,1,15,2
5769,5770,4,1,3,1,1,0.25,0.25,0.75,0.25,3,1,0.75,0.25,0,1,0,0,3,0,0,4,0,0,17,5
5770,5771,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,53,53
5771,5772,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,1,0,0,0,1,1,1,21,4
5772,5773,21,16,5,1,3,0.048,0.143,0.238,0.762,3,3,0.143,0.143,0,2,0,2,12,0,0,14,7,5,149,4
5773,5774,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,7,7
5774,5775,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11,11
5775,5776,6,4,2,1,2,0.167,0.333,0.333,0.667,2,3,0.333,0.5,0,0,0,0,0,0,0,6,0,6,28,5
5776,5777,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,1,0,0,2,0,0,0,0,2,0,15,2
5777,5778,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,3,0,0,0,0,0,3,0,0,51,31
5778,5779,2,1,1,0,1,0.0,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,2,0,0,0,0,2,0,11,9
5779,5780,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,25,25
5780,5781,10,8,2,1,2,0.1,0.2,0.2,0.8,2,4,0.2,0.4,0,3,0,6,0,0,0,3,7,1,176,6
5781,5782,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,0,0,1,0,0,0,0,2,1,18,16
5782,5783,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,1,0,0,1,0,0,0,1,2,2,30,4
5783,5784,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,6,5
5784,5785,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,1,1,0,0,1,2,1,46,12
5785,5786,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,8,8
5786,5787,4,3,1,0,0,0.0,0.0,0.25,0.75,1,1,0.25,0.25,1,1,0,0,3,0,0,4,0,0,41,7
5787,5788,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,27,27
5788,5789,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,0,0,1,1,0,0,1,1,0,36,8
5789,5790,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,0,2,1,11,11
5790,5791,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,1,0,0,0,3,0,0,3,3,3,111,34
5791,5792,5,1,4,1,1,0.2,0.2,0.8,0.2,4,1,0.8,0.2,0,0,0,4,0,0,1,0,5,0,15,4
5792,5793,4,1,3,3,0,0.75,0.0,0.75,0.25,3,0,0.75,0.0,2,1,0,1,0,0,0,1,3,2,25,2
5793,5794,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,83,83
5794,5795,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,7,7
5795,5796,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,74,52
5796,5797,5,0,5,2,0,0.4,0.0,1.0,0.0,5,0,1.0,0.0,2,0,0,3,0,0,1,0,5,1,11,2
5797,5798,9,5,4,3,2,0.333,0.222,0.444,0.556,8,5,0.889,0.556,3,1,0,0,8,0,0,9,0,0,13,2
5798,5799,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,1,0,0,0,0,0,4,0,4,0,98,3
5799,5800,35,30,5,4,2,0.114,0.057,0.143,0.857,4,2,0.114,0.057,3,0,0,0,29,1,0,35,0,5,91,1
5800,5801,4,3,1,0,2,0.0,0.5,0.25,0.75,2,2,0.5,0.5,1,0,1,1,0,0,2,0,4,0,35,6
5801,5802,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,30,17
5802,5803,6,4,2,0,0,0.0,0.0,0.333,0.667,2,1,0.333,0.167,0,0,0,0,5,0,0,5,1,1,56,8
5803,5804,7,6,1,1,1,0.143,0.143,0.143,0.857,1,1,0.143,0.143,0,2,1,1,3,0,0,5,2,0,77,4
5804,5805,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,26,26
5805,5806,12,3,9,1,0,0.083,0.0,0.75,0.25,1,0,0.083,0.0,5,2,0,1,0,5,3,7,5,1,218,5
5806,5807,3,3,0,0,1,0.0,0.333,0.0,1.0,0,1,0.0,0.333,0,0,0,3,0,0,0,0,3,0,50,14
5807,5808,6,2,4,0,0,0.0,0.0,0.667,0.333,1,0,0.167,0.0,0,0,0,3,0,0,1,2,4,2,47,10
5808,5809,9,4,5,4,3,0.444,0.333,0.556,0.444,6,4,0.667,0.444,4,0,0,0,7,0,0,9,0,2,17,0
5809,5810,7,4,3,1,0,0.143,0.0,0.429,0.571,2,1,0.286,0.143,2,1,0,1,0,0,0,6,1,5,90,2
5810,5811,8,4,4,1,0,0.125,0.0,0.5,0.5,2,0,0.25,0.0,0,3,0,4,0,0,0,3,5,1,59,5
5811,5812,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,58,58
5812,5813,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,80,36
5813,5814,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,12,12
5814,5815,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,1,0,0,0,0,0,1,1,1,93,21
5815,5816,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,20,10
5816,5817,12,10,2,0,2,0.0,0.167,0.167,0.833,0,2,0.0,0.167,0,0,0,5,1,0,1,3,9,5,54,15
5817,5818,5,3,2,0,0,0.0,0.0,0.4,0.6,1,2,0.2,0.4,2,0,0,0,5,0,0,5,0,0,21,8
5818,5819,5,1,4,3,1,0.6,0.2,0.8,0.2,4,1,0.8,0.2,2,1,0,4,0,0,0,1,4,0,29,1
5819,5820,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,63,63
5820,5821,7,2,5,3,2,0.429,0.286,0.714,0.286,7,2,1.0,0.286,4,0,0,2,3,0,0,3,4,2,8,1
5821,5822,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
5822,5823,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
5823,5824,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,1,0,0,0,0,0,0,2,0,2,46,1
5824,5825,14,12,2,0,0,0.0,0.0,0.143,0.857,1,0,0.071,0.0,0,0,0,0,8,0,0,13,1,6,51,7
5825,5826,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,0,0,0,0,2,2,24,11
5826,5827,4,3,1,0,0,0.0,0.0,0.25,0.75,0,1,0.0,0.25,0,0,0,1,2,0,0,2,2,1,68,43
5827,5828,8,7,1,0,0,0.0,0.0,0.125,0.875,0,0,0.0,0.0,0,1,0,0,6,1,0,8,0,0,96,41
5828,5829,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,0,2,0,0,0,1,0,3,1,1,170,6
5829,5830,10,9,1,0,0,0.0,0.0,0.1,0.9,0,1,0.0,0.1,0,1,0,0,9,0,0,10,0,0,55,18
5830,5831,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,18,18
5831,5832,5,2,3,2,0,0.4,0.0,0.6,0.4,2,0,0.4,0.0,2,3,0,0,1,0,0,4,1,1,85,2
5832,5833,5,4,1,1,1,0.2,0.2,0.2,0.8,1,1,0.2,0.2,0,1,0,0,0,0,0,5,0,4,42,6
5833,5834,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,104,57
5834,5835,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5835,5836,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10
5836,5837,11,11,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,4,6,0,1,6,5,0,58,33
5837,5838,3,3,0,0,1,0.0,0.333,0.0,1.0,1,2,0.333,0.667,0,0,0,3,0,0,0,0,3,0,19,9
5838,5839,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,12,12
5839,5840,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,17,17
5840,5841,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,56,54
5841,5842,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,2,0,0,0,0,0,2,0,0,42,11
5842,5843,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,171,150
5843,5844,35,28,7,0,2,0.0,0.057,0.2,0.8,0,3,0.0,0.086,5,0,0,1,13,0,3,31,4,18,141,14
5844,5845,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,11,11
5845,5846,57,39,18,6,6,0.105,0.105,0.316,0.684,19,12,0.333,0.211,5,4,3,12,27,0,6,35,22,5,44,2
5846,5847,7,5,2,1,0,0.143,0.0,0.286,0.714,1,0,0.143,0.0,1,2,0,1,3,0,0,6,1,1,161,3
5847,5848,11,11,0,1,2,0.091,0.182,0.0,1.0,3,4,0.273,0.364,0,2,0,0,3,0,1,10,1,5,82,3
5848,5849,3,1,2,1,0,0.333,0.0,0.667,0.333,2,1,0.667,0.333,2,0,1,0,0,0,2,0,3,0,34,2
5849,5850,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,0,0,2,0,2,0,23,3
5850,5851,8,7,1,0,0,0.0,0.0,0.125,0.875,0,0,0.0,0.0,0,0,1,0,6,0,0,7,1,1,75,19
5851,5852,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,0,1,0,0,0,0,1,1,1,80,1
5852,5853,5,2,3,0,0,0.0,0.0,0.6,0.4,2,1,0.4,0.2,1,2,0,0,0,0,0,4,1,3,82,7
5853,5854,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,0,0,0,1,0,1,8,8
5854,5855,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,129,129
5855,5856,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,38,38
5856,5857,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,1,1,0,1,0,0,0,1,2,1,20,10
5857,5858,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,1,1,0,0,1,1,0,41,15
5858,5859,5,2,3,2,1,0.4,0.2,0.6,0.4,3,2,0.6,0.4,1,0,1,0,1,1,2,2,3,0,22,2
5859,5860,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,12,12
5860,5861,4,0,4,1,0,0.25,0.0,1.0,0.0,4,0,1.0,0.0,0,0,0,4,0,0,0,0,4,0,10,6
5861,5862,15,7,8,3,1,0.2,0.067,0.533,0.467,3,1,0.2,0.067,3,3,2,8,0,0,2,3,12,0,84,2
5862,5863,5,2,3,3,2,0.6,0.4,0.6,0.4,3,2,0.6,0.4,0,0,0,4,1,0,0,1,4,0,20,4
5863,5864,7,5,2,1,1,0.143,0.143,0.286,0.714,2,1,0.286,0.143,1,0,0,4,2,1,0,3,4,0,49,6
5864,5865,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,7,2
5865,5866,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,0,2,0,0,0,0,0,3,0,1,77,6
5866,5867,5,5,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,5,0,0,5,0,0,52,32
5867,5868,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,10,10
5868,5869,6,3,3,1,0,0.167,0.0,0.5,0.5,1,0,0.167,0.0,1,2,0,0,0,0,1,4,2,3,131,5
