PROSPECTID,Actual_Risk_Grade
CUST108734,2
CUST108735,2
CUST108736,3
CUST108737,1
CUST108738,1
CUST108739,1
CUST108740,1
CUST108741,1
CUST108742,3
CUST108743,1
CUST108744,1
CUST108745,0
CUST108746,1
CUST108747,1
CUST108748,1
CUST108749,1
CUST108750,0
CUST108751,1
CUST108752,1
CUST108753,1
CUST108754,1
CUST108755,1
CUST108756,0
CUST108757,3
CUST108758,3
CUST108759,1
CUST108760,3
CUST108761,3
CUST108762,1
CUST108763,1
CUST108764,1
CUST108765,1
CUST108766,1
CUST108767,1
CUST108768,1
CUST108769,3
CUST108770,1
CUST108771,1
CUST108772,1
CUST108773,1
CUST108774,1
CUST108775,1
CUST108776,2
CUST108777,1
CUST108778,2
CUST108779,1
CUST108780,1
CUST108781,1
CUST108782,1
CUST108783,1
CUST108784,1
CUST108785,1
CUST108786,3
CUST108787,2
CUST108788,1
CUST108789,1
CUST108790,1
CUST108791,3
CUST108792,1
CUST108793,1
CUST108794,1
CUST108795,1
CUST108796,1
CUST108797,0
CUST108798,1
CUST108799,1
CUST108800,1
CUST108801,1
CUST108802,1
CUST108803,2
CUST108804,1
CUST108805,1
CUST108806,1
CUST108807,1
CUST108808,1
CUST108809,2
CUST108810,1
CUST108811,1
CUST108812,1
CUST108813,3
CUST108814,1
CUST108815,1
CUST108816,1
CUST108817,3
CUST108818,0
CUST108819,1
CUST108820,2
CUST108821,1
CUST108822,3
CUST108823,1
CUST108824,1
CUST108825,3
CUST108826,0
CUST108827,0
CUST108828,1
CUST108829,2
CUST108830,2
CUST108831,1
CUST108832,0
CUST108833,0
CUST108834,3
CUST108835,1
CUST108836,1
CUST108837,2
CUST108838,1
CUST108839,3
CUST108840,3
CUST108841,1
CUST108842,1
CUST108843,1
CUST108844,1
CUST108845,1
CUST108846,1
CUST108847,1
CUST108848,1
CUST108849,1
CUST108850,1
CUST108851,0
CUST108852,1
CUST108853,1
CUST108854,1
CUST108855,1
CUST108856,1
CUST108857,0
CUST108858,3
CUST108859,1
CUST108860,1
CUST108861,1
CUST108862,1
CUST108863,1
CUST108864,1
CUST108865,0
CUST108866,1
CUST108867,1
CUST108868,0
CUST108869,0
CUST108870,1
CUST108871,2
CUST108872,1
CUST108873,1
CUST108874,1
CUST108875,1
CUST108876,2
CUST108877,1
CUST108878,1
CUST108879,0
CUST108880,1
CUST108881,1
CUST108882,3
CUST108883,2
CUST108884,1
CUST108885,1
CUST108886,3
CUST108887,1
CUST108888,2
CUST108889,1
CUST108890,1
CUST108891,2
CUST108892,1
CUST108893,1
CUST108894,1
CUST108895,1
CUST108896,1
CUST108897,3
CUST108898,1
CUST108899,1
CUST108900,1
CUST108901,2
CUST108902,1
CUST108903,1
CUST108904,3
CUST108905,1
CUST108906,3
CUST108907,0
CUST108908,1
CUST108909,2
CUST108910,3
CUST108911,1
CUST108912,0
CUST108913,1
CUST108914,1
CUST108915,2
CUST108916,1
CUST108917,1
CUST108918,1
CUST108919,1
CUST108920,2
CUST108921,1
CUST108922,1
CUST108923,1
CUST108924,1
CUST108925,2
CUST108926,3
CUST108927,0
CUST108928,1
CUST108929,3
CUST108930,1
CUST108931,1
CUST108932,1
CUST108933,1
CUST108934,2
CUST108935,2
CUST108936,3
CUST108937,1
CUST108938,1
CUST108939,1
CUST108940,1
CUST108941,1
CUST108942,3
CUST108943,2
CUST108944,2
CUST108945,2
CUST108946,3
CUST108947,1
CUST108948,1
CUST108949,3
CUST108950,2
CUST108951,1
CUST108952,1
CUST108953,0
CUST108954,3
CUST108955,1
CUST108956,2
CUST108957,2
CUST108958,1
CUST108959,0
CUST108960,2
CUST108961,1
CUST108962,1
CUST108963,3
CUST108964,1
CUST108965,1
CUST108966,0
CUST108967,1
CUST108968,1
CUST108969,1
CUST108970,0
CUST108971,2
CUST108972,1
CUST108973,1
CUST108974,1
CUST108975,1
CUST108976,2
CUST108977,1
CUST108978,3
CUST108979,1
CUST108980,1
CUST108981,1
CUST108982,3
CUST108983,3
CUST108984,2
CUST108985,2
CUST108986,1
CUST108987,1
CUST108988,0
CUST108989,1
CUST108990,1
CUST108991,1
CUST108992,1
CUST108993,1
CUST108994,3
CUST108995,1
CUST108996,3
CUST108997,2
CUST108998,1
CUST108999,1
CUST109000,1
CUST109001,0
CUST109002,3
CUST109003,1
CUST109004,1
CUST109005,2
CUST109006,1
CUST109007,1
CUST109008,3
CUST109009,1
CUST109010,2
CUST109011,1
CUST109012,1
CUST109013,0
CUST109014,1
CUST109015,1
CUST109016,0
CUST109017,3
CUST109018,1
CUST109019,1
CUST109020,1
CUST109021,1
CUST109022,2
CUST109023,2
CUST109024,1
CUST109025,1
CUST109026,1
CUST109027,1
CUST109028,1
CUST109029,1
CUST109030,2
CUST109031,2
CUST109032,0
CUST109033,1
CUST109034,0
CUST109035,3
CUST109036,2
CUST109037,1
CUST109038,1
CUST109039,1
CUST109040,1
CUST109041,1
CUST109042,1
CUST109043,1
CUST109044,1
CUST109045,1
CUST109046,3
CUST109047,1
CUST109048,1
CUST109049,1
CUST109050,2
CUST109051,1
CUST109052,3
CUST109053,1
CUST109054,1
CUST109055,1
CUST109056,2
CUST109057,1
CUST109058,2
CUST109059,1
CUST109060,2
CUST109061,1
CUST109062,1
CUST109063,1
CUST109064,2
CUST109065,3
CUST109066,1
CUST109067,1
CUST109068,1
CUST109069,1
CUST109070,0
CUST109071,1
CUST109072,1
CUST109073,1
CUST109074,3
CUST109075,1
CUST109076,3
CUST109077,0
CUST109078,1
CUST109079,0
CUST109080,1
CUST109081,1
CUST109082,3
CUST109083,1
CUST109084,1
CUST109085,1
CUST109086,1
CUST109087,1
CUST109088,3
CUST109089,2
CUST109090,1
CUST109091,0
CUST109092,1
CUST109093,2
CUST109094,1
CUST109095,3
CUST109096,1
CUST109097,3
CUST109098,1
CUST109099,1
CUST109100,1
CUST109101,1
CUST109102,1
CUST109103,3
CUST109104,3
CUST109105,1
CUST109106,1
CUST109107,3
CUST109108,3
CUST109109,3
CUST109110,1
CUST109111,2
CUST109112,1
CUST109113,1
CUST109114,1
CUST109115,1
CUST109116,1
CUST109117,1
CUST109118,1
CUST109119,0
CUST109120,1
CUST109121,1
CUST109122,1
CUST109123,1
CUST109124,3
CUST109125,0
CUST109126,0
CUST109127,1
CUST109128,1
CUST109129,2
CUST109130,1
CUST109131,2
CUST109132,1
CUST109133,1
CUST109134,1
CUST109135,1
CUST109136,1
CUST109137,1
CUST109138,0
CUST109139,1
CUST109140,0
CUST109141,3
CUST109142,1
CUST109143,1
CUST109144,2
CUST109145,1
CUST109146,1
CUST109147,2
CUST109148,1
CUST109149,2
CUST109150,1
CUST109151,2
CUST109152,1
CUST109153,3
CUST109154,1
CUST109155,1
CUST109156,0
CUST109157,2
CUST109158,1
CUST109159,1
CUST109160,1
CUST109161,2
CUST109162,2
CUST109163,1
CUST109164,3
CUST109165,0
CUST109166,3
CUST109167,0
CUST109168,1
CUST109169,0
CUST109170,1
CUST109171,2
CUST109172,1
CUST109173,3
CUST109174,2
CUST109175,3
CUST109176,2
CUST109177,1
CUST109178,1
CUST109179,1
CUST109180,1
CUST109181,1
CUST109182,2
CUST109183,1
CUST109184,2
CUST109185,2
CUST109186,1
CUST109187,1
CUST109188,1
CUST109189,1
CUST109190,2
CUST109191,1
CUST109192,1
CUST109193,2
CUST109194,0
CUST109195,1
CUST109196,2
CUST109197,2
CUST109198,1
CUST109199,2
CUST109200,0
CUST109201,1
CUST109202,1
CUST109203,2
CUST109204,2
CUST109205,1
CUST109206,1
CUST109207,1
CUST109208,0
CUST109209,1
CUST109210,1
CUST109211,1
CUST109212,1
CUST109213,1
CUST109214,3
CUST109215,2
CUST109216,3
CUST109217,1
CUST109218,2
CUST109219,1
CUST109220,1
CUST109221,1
CUST109222,1
CUST109223,1
CUST109224,1
CUST109225,0
CUST109226,1
CUST109227,1
CUST109228,0
CUST109229,1
CUST109230,1
CUST109231,1
CUST109232,1
CUST109233,1
CUST109234,1
CUST109235,3
CUST109236,1
CUST109237,1
CUST109238,2
CUST109239,1
CUST109240,1
CUST109241,1
CUST109242,1
CUST109243,1
CUST109244,1
CUST109245,1
CUST109246,3
CUST109247,1
CUST109248,3
CUST109249,2
CUST109250,1
CUST109251,1
CUST109252,3
CUST109253,1
CUST109254,1
CUST109255,1
CUST109256,1
CUST109257,1
CUST109258,1
CUST109259,2
CUST109260,1
CUST109261,0
CUST109262,1
CUST109263,3
CUST109264,1
CUST109265,1
CUST109266,3
CUST109267,0
CUST109268,0
CUST109269,1
CUST109270,1
CUST109271,1
CUST109272,2
CUST109273,1
CUST109274,1
CUST109275,1
CUST109276,3
CUST109277,1
CUST109278,1
CUST109279,1
CUST109280,1
CUST109281,2
CUST109282,1
CUST109283,2
CUST109284,1
CUST109285,1
CUST109286,3
CUST109287,0
CUST109288,1
CUST109289,0
CUST109290,2
CUST109291,1
CUST109292,1
CUST109293,1
CUST109294,1
CUST109295,2
CUST109296,1
CUST109297,1
CUST109298,2
CUST109299,0
CUST109300,2
CUST109301,1
CUST109302,0
CUST109303,3
CUST109304,2
CUST109305,0
CUST109306,2
CUST109307,3
CUST109308,1
CUST109309,1
CUST109310,1
CUST109311,1
CUST109312,3
CUST109313,1
CUST109314,0
CUST109315,1
CUST109316,1
CUST109317,1
CUST109318,1
CUST109319,1
CUST109320,1
CUST109321,1
CUST109322,1
CUST109323,1
CUST109324,1
CUST109325,1
CUST109326,2
CUST109327,1
CUST109328,0
CUST109329,0
CUST109330,1
CUST109331,1
CUST109332,2
CUST109333,1
CUST109334,1
CUST109335,1
CUST109336,1
CUST109337,0
CUST109338,3
CUST109339,2
CUST109340,1
CUST109341,1
CUST109342,3
CUST109343,3
CUST109344,0
CUST109345,1
CUST109346,1
CUST109347,1
CUST109348,1
CUST109349,1
CUST109350,1
CUST109351,3
CUST109352,1
CUST109353,1
CUST109354,1
CUST109355,1
CUST109356,3
CUST109357,1
CUST109358,1
CUST109359,1
CUST109360,1
CUST109361,1
CUST109362,1
CUST109363,1
CUST109364,1
CUST109365,1
CUST109366,3
CUST109367,0
CUST109368,1
CUST109369,1
CUST109370,3
CUST109371,2
CUST109372,1
CUST109373,3
CUST109374,1
CUST109375,1
CUST109376,1
CUST109377,0
CUST109378,1
CUST109379,1
CUST109380,1
CUST109381,1
CUST109382,1
CUST109383,1
CUST109384,1
CUST109385,1
CUST109386,3
CUST109387,2
CUST109388,1
CUST109389,1
CUST109390,0
CUST109391,1
CUST109392,1
CUST109393,0
CUST109394,1
CUST109395,0
CUST109396,2
CUST109397,1
CUST109398,3
CUST109399,2
CUST109400,0
CUST109401,1
CUST109402,1
CUST109403,2
CUST109404,0
CUST109405,1
CUST109406,1
CUST109407,3
CUST109408,1
CUST109409,1
CUST109410,2
CUST109411,3
CUST109412,1
CUST109413,1
CUST109414,2
CUST109415,0
CUST109416,1
CUST109417,3
CUST109418,1
CUST109419,1
CUST109420,0
CUST109421,1
CUST109422,1
CUST109423,3
CUST109424,1
CUST109425,2
CUST109426,0
CUST109427,1
CUST109428,2
CUST109429,3
CUST109430,1
CUST109431,0
CUST109432,1
CUST109433,0
CUST109434,2
CUST109435,0
CUST109436,2
CUST109437,1
CUST109438,1
CUST109439,1
CUST109440,1
CUST109441,2
CUST109442,1
CUST109443,1
CUST109444,3
CUST109445,1
CUST109446,1
CUST109447,1
CUST109448,1
CUST109449,1
CUST109450,1
CUST109451,1
CUST109452,1
CUST109453,1
CUST109454,3
CUST109455,3
CUST109456,1
CUST109457,1
CUST109458,1
CUST109459,1
CUST109460,1
CUST109461,1
CUST109462,1
CUST109463,1
CUST109464,0
CUST109465,1
CUST109466,2
CUST109467,1
CUST109468,1
CUST109469,2
CUST109470,0
CUST109471,1
CUST109472,1
CUST109473,0
CUST109474,2
CUST109475,2
CUST109476,0
CUST109477,1
CUST109478,0
CUST109479,1
CUST109480,1
CUST109481,2
CUST109482,1
CUST109483,1
CUST109484,1
CUST109485,1
CUST109486,1
CUST109487,3
CUST109488,2
CUST109489,1
CUST109490,2
CUST109491,1
CUST109492,1
CUST109493,1
CUST109494,0
CUST109495,1
CUST109496,1
CUST109497,2
CUST109498,2
CUST109499,1
CUST109500,1
CUST109501,1
CUST109502,1
CUST109503,3
CUST109504,1
CUST109505,2
CUST109506,3
CUST109507,1
CUST109508,2
CUST109509,0
CUST109510,1
CUST109511,1
CUST109512,0
CUST109513,1
CUST109514,1
CUST109515,1
CUST109516,3
CUST109517,1
CUST109518,1
CUST109519,1
CUST109520,1
CUST109521,2
CUST109522,2
CUST109523,1
CUST109524,1
CUST109525,1
CUST109526,1
CUST109527,1
CUST109528,1
CUST109529,1
CUST109530,0
CUST109531,0
CUST109532,1
CUST109533,1
CUST109534,1
CUST109535,2
CUST109536,2
CUST109537,1
CUST109538,0
CUST109539,1
CUST109540,1
CUST109541,1
CUST109542,3
CUST109543,1
CUST109544,1
CUST109545,1
CUST109546,1
CUST109547,1
CUST109548,1
CUST109549,0
CUST109550,1
CUST109551,3
CUST109552,1
CUST109553,1
CUST109554,3
CUST109555,1
CUST109556,1
CUST109557,2
CUST109558,1
CUST109559,1
CUST109560,1
CUST109561,1
CUST109562,2
CUST109563,1
CUST109564,1
CUST109565,2
CUST109566,1
CUST109567,1
CUST109568,3
CUST109569,1
CUST109570,1
CUST109571,1
CUST109572,1
CUST109573,1
CUST109574,1
CUST109575,1
CUST109576,2
CUST109577,1
CUST109578,1
CUST109579,1
CUST109580,1
CUST109581,2
CUST109582,1
CUST109583,1
CUST109584,1
CUST109585,1
CUST109586,2
CUST109587,0
CUST109588,0
CUST109589,2
CUST109590,1
CUST109591,1
CUST109592,1
CUST109593,1
CUST109594,2
CUST109595,1
CUST109596,3
CUST109597,3
CUST109598,0
CUST109599,1
CUST109600,2
CUST109601,1
CUST109602,2
CUST109603,1
CUST109604,1
CUST109605,3
CUST109606,1
CUST109607,2
CUST109608,1
CUST109609,1
CUST109610,2
CUST109611,1
CUST109612,1
CUST109613,1
CUST109614,1
CUST109615,1
CUST109616,2
CUST109617,1
CUST109618,3
CUST109619,1
CUST109620,1
CUST109621,2
CUST109622,1
CUST109623,2
CUST109624,1
CUST109625,1
CUST109626,1
CUST109627,1
CUST109628,3
CUST109629,3
CUST109630,3
CUST109631,0
CUST109632,1
CUST109633,1
CUST109634,1
CUST109635,0
CUST109636,0
CUST109637,1
CUST109638,3
CUST109639,1
CUST109640,1
CUST109641,1
CUST109642,1
CUST109643,1
CUST109644,2
CUST109645,1
CUST109646,2
CUST109647,0
CUST109648,1
CUST109649,1
CUST109650,1
CUST109651,1
CUST109652,0
CUST109653,1
CUST109654,1
CUST109655,1
CUST109656,0
CUST109657,2
CUST109658,1
CUST109659,2
CUST109660,2
CUST109661,1
CUST109662,0
CUST109663,0
CUST109664,1
CUST109665,0
CUST109666,2
CUST109667,1
CUST109668,1
CUST109669,1
CUST109670,1
CUST109671,1
CUST109672,0
CUST109673,3
CUST109674,2
CUST109675,3
CUST109676,0
CUST109677,1
CUST109678,2
CUST109679,1
CUST109680,3
CUST109681,2
CUST109682,1
CUST109683,1
CUST109684,2
CUST109685,1
CUST109686,1
CUST109687,0
CUST109688,1
CUST109689,1
CUST109690,1
CUST109691,0
CUST109692,3
CUST109693,1
CUST109694,1
CUST109695,2
CUST109696,1
CUST109697,1
CUST109698,1
CUST109699,1
CUST109700,1
CUST109701,1
CUST109702,0
CUST109703,1
CUST109704,1
CUST109705,0
CUST109706,1
CUST109707,3
CUST109708,1
CUST109709,1
CUST109710,2
CUST109711,0
CUST109712,2
CUST109713,1
CUST109714,1
CUST109715,3
CUST109716,1
CUST109717,1
CUST109718,1
CUST109719,1
CUST109720,1
CUST109721,2
CUST109722,1
CUST109723,1
CUST109724,3
CUST109725,1
CUST109726,1
CUST109727,1
CUST109728,1
CUST109729,1
CUST109730,2
CUST109731,2
CUST109732,1
CUST109733,3
CUST109734,1
CUST109735,1
CUST109736,1
CUST109737,1
CUST109738,1
CUST109739,1
CUST109740,2
CUST109741,1
CUST109742,1
CUST109743,0
CUST109744,1
CUST109745,1
CUST109746,0
CUST109747,1
CUST109748,1
CUST109749,2
CUST109750,1
CUST109751,0
CUST109752,3
CUST109753,2
CUST109754,1
CUST109755,2
CUST109756,1
CUST109757,1
CUST109758,1
CUST109759,1
CUST109760,2
CUST109761,2
CUST109762,2
CUST109763,1
CUST109764,1
CUST109765,3
CUST109766,1
CUST109767,2
CUST109768,1
CUST109769,3
CUST109770,2
CUST109771,3
CUST109772,3
CUST109773,2
CUST109774,1
CUST109775,2
CUST109776,1
CUST109777,3
CUST109778,0
CUST109779,1
CUST109780,3
CUST109781,1
CUST109782,0
CUST109783,1
CUST109784,1
CUST109785,0
CUST109786,1
CUST109787,0
CUST109788,1
CUST109789,1
CUST109790,1
CUST109791,1
CUST109792,1
CUST109793,2
CUST109794,1
CUST109795,0
CUST109796,0
CUST109797,2
CUST109798,2
CUST109799,1
CUST109800,1
CUST109801,3
CUST109802,1
CUST109803,1
CUST109804,0
CUST109805,2
CUST109806,2
CUST109807,3
CUST109808,1
CUST109809,0
CUST109810,1
CUST109811,2
CUST109812,3
CUST109813,0
CUST109814,1
CUST109815,2
CUST109816,0
CUST109817,1
CUST109818,1
CUST109819,1
CUST109820,2
CUST109821,2
CUST109822,2
CUST109823,1
CUST109824,2
CUST109825,1
CUST109826,1
CUST109827,1
CUST109828,1
CUST109829,1
CUST109830,2
CUST109831,1
CUST109832,2
CUST109833,1
CUST109834,2
CUST109835,3
CUST109836,1
CUST109837,2
CUST109838,1
CUST109839,2
CUST109840,1
CUST109841,1
CUST109842,1
CUST109843,0
CUST109844,1
CUST109845,1
CUST109846,1
CUST109847,1
CUST109848,2
CUST109849,1
CUST109850,1
CUST109851,3
CUST109852,1
CUST109853,1
CUST109854,1
CUST109855,1
CUST109856,1
CUST109857,1
CUST109858,1
CUST109859,2
CUST109860,0
CUST109861,0
CUST109862,1
CUST109863,1
CUST109864,2
CUST109865,2
CUST109866,1
CUST109867,2
CUST109868,1
CUST109869,2
CUST109870,1
CUST109871,1
CUST109872,0
CUST109873,0
CUST109874,1
CUST109875,1
CUST109876,0
CUST109877,2
CUST109878,1
CUST109879,2
CUST109880,1
CUST109881,3
CUST109882,3
CUST109883,1
CUST109884,2
CUST109885,1
CUST109886,1
CUST109887,1
CUST109888,1
CUST109889,3
CUST109890,1
CUST109891,1
CUST109892,1
CUST109893,1
CUST109894,2
CUST109895,1
CUST109896,3
CUST109897,1
CUST109898,1
CUST109899,1
CUST109900,1
CUST109901,3
CUST109902,1
CUST109903,1
CUST109904,3
CUST109905,1
CUST109906,3
CUST109907,1
CUST109908,1
CUST109909,1
CUST109910,1
CUST109911,1
CUST109912,2
CUST109913,0
CUST109914,0
CUST109915,1
CUST109916,0
CUST109917,3
CUST109918,1
CUST109919,3
CUST109920,1
CUST109921,3
CUST109922,1
CUST109923,3
CUST109924,1
CUST109925,1
CUST109926,0
CUST109927,2
CUST109928,1
CUST109929,0
CUST109930,1
CUST109931,2
CUST109932,2
CUST109933,1
CUST109934,0
CUST109935,1
CUST109936,1
CUST109937,1
CUST109938,1
CUST109939,1
CUST109940,2
CUST109941,0
CUST109942,3
CUST109943,3
CUST109944,2
CUST109945,1
CUST109946,1
CUST109947,1
CUST109948,1
CUST109949,2
CUST109950,1
CUST109951,1
CUST109952,1
CUST109953,1
CUST109954,1
CUST109955,1
CUST109956,1
CUST109957,0
CUST109958,2
CUST109959,1
CUST109960,1
CUST109961,1
CUST109962,1
CUST109963,3
CUST109964,1
CUST109965,2
CUST109966,1
CUST109967,1
CUST109968,1
CUST109969,2
CUST109970,2
CUST109971,1
CUST109972,3
CUST109973,1
CUST109974,1
CUST109975,1
CUST109976,1
CUST109977,1
CUST109978,1
CUST109979,3
CUST109980,1
CUST109981,1
CUST109982,1
CUST109983,2
CUST109984,2
CUST109985,3
CUST109986,1
CUST109987,1
CUST109988,0
CUST109989,0
CUST109990,2
CUST109991,1
CUST109992,3
CUST109993,1
CUST109994,1
CUST109995,1
CUST109996,2
CUST109997,2
CUST109998,1
CUST109999,1
CUST110000,1
CUST110001,1
CUST110002,0
CUST110003,2
CUST110004,1
CUST110005,1
CUST110006,0
CUST110007,1
CUST110008,3
CUST110009,1
CUST110010,2
CUST110011,1
CUST110012,1
CUST110013,0
CUST110014,0
CUST110015,3
CUST110016,1
CUST110017,1
CUST110018,0
CUST110019,1
CUST110020,1
CUST110021,0
CUST110022,3
CUST110023,1
CUST110024,2
CUST110025,1
CUST110026,1
CUST110027,0
CUST110028,0
CUST110029,3
CUST110030,2
CUST110031,1
CUST110032,2
CUST110033,1
CUST110034,1
CUST110035,1
CUST110036,1
CUST110037,1
CUST110038,0
CUST110039,3
CUST110040,3
CUST110041,1
CUST110042,1
CUST110043,0
CUST110044,1
CUST110045,3
CUST110046,3
CUST110047,1
CUST110048,1
CUST110049,1
CUST110050,1
CUST110051,1
CUST110052,1
CUST110053,1
CUST110054,3
CUST110055,0
CUST110056,1
CUST110057,0
CUST110058,1
CUST110059,1
CUST110060,0
CUST110061,0
CUST110062,3
CUST110063,1
CUST110064,1
CUST110065,1
CUST110066,3
CUST110067,1
CUST110068,1
CUST110069,1
CUST110070,1
CUST110071,1
CUST110072,1
CUST110073,0
CUST110074,1
CUST110075,1
CUST110076,1
CUST110077,0
CUST110078,1
CUST110079,1
CUST110080,1
CUST110081,1
CUST110082,3
CUST110083,1
CUST110084,1
CUST110085,3
CUST110086,1
CUST110087,1
CUST110088,3
CUST110089,1
CUST110090,0
CUST110091,1
CUST110092,2
CUST110093,1
CUST110094,3
CUST110095,3
CUST110096,1
CUST110097,1
CUST110098,1
CUST110099,1
CUST110100,3
CUST110101,1
CUST110102,1
CUST110103,1
CUST110104,1
CUST110105,1
CUST110106,2
CUST110107,1
CUST110108,1
CUST110109,3
CUST110110,1
CUST110111,2
CUST110112,1
CUST110113,1
CUST110114,1
CUST110115,0
CUST110116,1
CUST110117,1
CUST110118,1
CUST110119,1
CUST110120,1
CUST110121,1
CUST110122,1
CUST110123,1
CUST110124,0
CUST110125,1
CUST110126,1
CUST110127,1
CUST110128,1
CUST110129,1
CUST110130,1
CUST110131,3
CUST110132,1
CUST110133,1
CUST110134,0
CUST110135,1
CUST110136,1
CUST110137,1
CUST110138,2
CUST110139,1
CUST110140,1
CUST110141,1
CUST110142,1
CUST110143,1
CUST110144,1
CUST110145,2
CUST110146,3
CUST110147,1
CUST110148,2
CUST110149,1
CUST110150,1
CUST110151,3
CUST110152,1
CUST110153,2
CUST110154,1
CUST110155,2
CUST110156,1
CUST110157,1
CUST110158,1
CUST110159,0
CUST110160,3
CUST110161,2
CUST110162,1
CUST110163,1
CUST110164,3
CUST110165,3
CUST110166,1
CUST110167,1
CUST110168,1
CUST110169,1
CUST110170,2
CUST110171,1
CUST110172,1
CUST110173,1
CUST110174,1
CUST110175,1
CUST110176,1
CUST110177,0
CUST110178,1
CUST110179,1
CUST110180,1
CUST110181,0
CUST110182,1
CUST110183,3
CUST110184,0
CUST110185,1
CUST110186,2
CUST110187,1
CUST110188,0
CUST110189,1
CUST110190,0
CUST110191,2
CUST110192,1
CUST110193,1
CUST110194,1
CUST110195,2
CUST110196,1
CUST110197,1
CUST110198,1
CUST110199,3
CUST110200,3
CUST110201,1
CUST110202,2
CUST110203,2
CUST110204,0
CUST110205,1
CUST110206,1
CUST110207,3
CUST110208,1
CUST110209,1
CUST110210,3
CUST110211,1
CUST110212,1
CUST110213,1
CUST110214,0
CUST110215,1
CUST110216,1
CUST110217,0
CUST110218,1
CUST110219,1
CUST110220,3
CUST110221,0
CUST110222,1
CUST110223,1
CUST110224,0
CUST110225,1
CUST110226,1
CUST110227,1
CUST110228,1
CUST110229,2
CUST110230,2
CUST110231,0
CUST110232,1
CUST110233,1
CUST110234,0
CUST110235,2
CUST110236,1
CUST110237,1
CUST110238,1
CUST110239,2
CUST110240,2
CUST110241,3
CUST110242,2
CUST110243,3
